ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,FNS30966,30966.TXT,0.20851,0.18691,0.19712,3

ROUGE-L+StopWordRemoval,FNS30967,30967.TXT,0.32735,0.19529,0.24463,3

ROUGE-1+StopWordRemoval,FNS30967,30967.TXT,0.44807,0.26261,0.33114,3

ROUGE-2+StopWordRemoval,FNS30967,30967.TXT,0.21468,0.11356,0.14854,3

ROUGE-SU4+StopWordRemoval,FNS30967,30967.TXT,0.27345,0.14571,0.19012,3

ROUGE-L+StopWordRemoval,FNS30968,30968.TXT,0.39545,0.18297,0.25018,3

ROUGE-1+StopWordRemoval,FNS30968,30968.TXT,0.45105,0.18279,0.26015,3

ROUGE-2+StopWordRemoval,FNS30968,30968.TXT,0.21489,0.07895,0.11547,3

ROUGE-SU4+StopWordRemoval,FNS30968,30968.TXT,0.32288,0.09609,0.14811,3

ROUGE-L+StopWordRemoval,FNS31817,31817.TXT,0.25322,0.18296,0.21243,4

ROUGE-1+StopWordRemoval,FNS31817,31817.TXT,0.30474,0.18362,0.22916,4

ROUGE-2+StopWordRemoval,FNS31817,31817.TXT,0.13570,0.06109,0.08426,4

ROUGE-SU4+StopWordRemoval,FNS31817,31817.TXT,0.20938,0.09326,0.12904,4

ROUGE-L+StopWordRemoval,FNS31938,31938.TXT,0.37349,0.22745,0.28273,3

ROUGE-1+StopWordRemoval,FNS31938,31938.TXT,0.44629,0.20280,0.27887,3

ROUGE-2+StopWordRemoval,FNS31938,31938.TXT,0.23894,0.10275,0.14371,3

ROUGE-SU4+StopWordRemoval,FNS31938,31938.TXT,0.32975,0.13010,0.18659,3

ROUGE-L+StopWordRemoval,FNS31939,31939.TXT,0.25831,0.34194,0.29430,3

ROUGE-1+StopWordRemoval,FNS31939,31939.TXT,0.35170,0.39490,0.37205,3

ROUGE-2+StopWordRemoval,FNS31939,31939.TXT,0.18579,0.19470,0.19014,3

ROUGE-SU4+StopWordRemoval,FNS31939,31939.TXT,0.27259,0.23831,0.25430,3

ROUGE-L+StopWordRemoval,FNS31101,31101.TXT,0.22556,0.22997,0.22774,3

ROUGE-1+StopWordRemoval,FNS31101,31101.TXT,0.26453,0.22085,0.24073,3

ROUGE-2+StopWordRemoval,FNS31101,31101.TXT,0.08458,0.06965,0.07639,3

ROUGE-SU4+StopWordRemoval,FNS31101,31101.TXT,0.14017,0.10280,0.11861,3

ROUGE-L+StopWordRemoval,FNS32553,32553.TXT,0.26883,0.19873,0.22853,4

ROUGE-1+StopWordRemoval,FNS32553,32553.TXT,0.30355,0.24813,0.27306,4

ROUGE-2+StopWordRemoval,FNS32553,32553.TXT,0.15227,0.09508,0.11707,4

ROUGE-SU4+StopWordRemoval,FNS32553,32553.TXT,0.21963,0.13196,0.16486,4

ROUGE-L+StopWordRemoval,FNS31224,31224.TXT,0.25279,0.16231,0.19769,4

ROUGE-1+StopWordRemoval,FNS31224,31224.TXT,0.28387,0.16596,0.20946,4

ROUGE-2+StopWordRemoval,FNS31224,31224.TXT,0.11530,0.05779,0.07699,4

ROUGE-SU4+StopWordRemoval,FNS31224,31224.TXT,0.18358,0.08449,0.11572,4

ROUGE-L+StopWordRemoval,FNS32555,32555.TXT,0.27408,0.15695,0.19960,3

ROUGE-1+StopWordRemoval,FNS32555,32555.TXT,0.30542,0.24700,0.27312,3

ROUGE-2+StopWordRemoval,FNS32555,32555.TXT,0.15867,0.11500,0.13335,3

ROUGE-SU4+StopWordRemoval,FNS32555,32555.TXT,0.20826,0.13338,0.16262,3

ROUGE-L+StopWordRemoval,FNS32556,32556.TXT,0.23205,0.18494,0.20583,3

ROUGE-1+StopWordRemoval,FNS32556,32556.TXT,0.31029,0.23082,0.26472,3

ROUGE-2+StopWordRemoval,FNS32556,32556.TXT,0.08667,0.05686,0.06867,3

ROUGE-SU4+StopWordRemoval,FNS32556,32556.TXT,0.17911,0.10186,0.12987,3

ROUGE-L+StopWordRemoval,FNS31105,31105.TXT,0.26302,0.21524,0.23674,3

ROUGE-1+StopWordRemoval,FNS31105,31105.TXT,0.30443,0.18255,0.22823,3

ROUGE-2+StopWordRemoval,FNS31105,31105.TXT,0.11476,0.05845,0.07745,3

ROUGE-SU4+StopWordRemoval,FNS31105,31105.TXT,0.19922,0.08131,0.11549,3

ROUGE-L+StopWordRemoval,FNS31589,31589.TXT,0.26898,0.15302,0.19507,6

ROUGE-1+StopWordRemoval,FNS31589,31589.TXT,0.36433,0.17546,0.23686,6

ROUGE-2+StopWordRemoval,FNS31589,31589.TXT,0.17426,0.05648,0.08531,6

ROUGE-SU4+StopWordRemoval,FNS31589,31589.TXT,0.23835,0.08237,0.12243,6

ROUGE-L+StopWordRemoval,FNS32557,32557.TXT,0.21302,0.20093,0.20680,4

ROUGE-1+StopWordRemoval,FNS32557,32557.TXT,0.23701,0.25890,0.24747,4

ROUGE-2+StopWordRemoval,FNS32557,32557.TXT,0.06899,0.06121,0.06487,4

ROUGE-SU4+StopWordRemoval,FNS32557,32557.TXT,0.13623,0.09297,0.11052,4

ROUGE-L+StopWordRemoval,FNS31469,31469.TXT,0.34448,0.25090,0.29034,4

ROUGE-1+StopWordRemoval,FNS31469,31469.TXT,0.40395,0.30278,0.34613,4

ROUGE-2+StopWordRemoval,FNS31469,31469.TXT,0.14889,0.10240,0.12135,4

ROUGE-SU4+StopWordRemoval,FNS31469,31469.TXT,0.24346,0.15418,0.18880,4

ROUGE-L+StopWordRemoval,FNS32437,32437.TXT,0.31691,0.02894,0.05304,3

ROUGE-1+StopWordRemoval,FNS32437,32437.TXT,0.32520,0.02985,0.05468,3

ROUGE-2+StopWordRemoval,FNS32437,32437.TXT,0.01205,0.00183,0.00318,3

ROUGE-SU4+StopWordRemoval,FNS32437,32437.TXT,0.19543,0.00818,0.01570,3

ROUGE-L+StopWordRemoval,FNS33083,33083.TXT,0.28181,0.22082,0.24762,3

ROUGE-1+StopWordRemoval,FNS33083,33083.TXT,0.32275,0.29642,0.30902,3

ROUGE-2+StopWordRemoval,FNS33083,33083.TXT,0.14108,0.10946,0.12327,3

ROUGE-SU4+StopWordRemoval,FNS33083,33083.TXT,0.21800,0.15631,0.18207,3

ROUGE-L+StopWordRemoval,FNS32792,32792.TXT,0.29465,0.17778,0.22176,3

ROUGE-1+StopWordRemoval,FNS32792,32792.TXT,0.36455,0.24166,0.29064,3

ROUGE-2+StopWordRemoval,FNS32792,32792.TXT,0.16983,0.11079,0.13410,3

ROUGE-SU4+StopWordRemoval,FNS32792,32792.TXT,0.18858,0.12781,0.15236,3

ROUGE-L+StopWordRemoval,FNS31220,31220.TXT,0.38942,0.22855,0.28804,3

ROUGE-1+StopWordRemoval,FNS31220,31220.TXT,0.40304,0.25789,0.31452,3

ROUGE-2+StopWordRemoval,FNS31220,31220.TXT,0.14733,0.09143,0.11284,3

ROUGE-SU4+StopWordRemoval,FNS31220,31220.TXT,0.24328,0.11115,0.15258,3

ROUGE-L+StopWordRemoval,FNS31462,31462.TXT,0.27952,0.13819,0.18495,4

ROUGE-1+StopWordRemoval,FNS31462,31462.TXT,0.29621,0.18760,0.22971,4

ROUGE-2+StopWordRemoval,FNS31462,31462.TXT,0.09493,0.04742,0.06325,4

ROUGE-SU4+StopWordRemoval,FNS31462,31462.TXT,0.17259,0.09103,0.11919,4

ROUGE-L+StopWordRemoval,FNS30817,30817.TXT,0.36414,0.12903,0.19055,3

ROUGE-1+StopWordRemoval,FNS30817,30817.TXT,0.45763,0.16040,0.23754,3

ROUGE-2+StopWordRemoval,FNS30817,30817.TXT,0.22620,0.07107,0.10816,3

ROUGE-SU4+StopWordRemoval,FNS30817,30817.TXT,0.29245,0.09248,0.14052,3

ROUGE-L+StopWordRemoval,FNS30816,30816.TXT,0.39139,0.20256,0.26696,3

ROUGE-1+StopWordRemoval,FNS30816,30816.TXT,0.50747,0.13485,0.21308,3

ROUGE-2+StopWordRemoval,FNS30816,30816.TXT,0.23662,0.07912,0.11859,3

ROUGE-SU4+StopWordRemoval,FNS30816,30816.TXT,0.28820,0.09599,0.14402,3

ROUGE-L+StopWordRemoval,FNS30815,30815.TXT,0.27279,0.35098,0.30698,3

ROUGE-1+StopWordRemoval,FNS30815,30815.TXT,0.27712,0.36758,0.31600,3

ROUGE-2+StopWordRemoval,FNS30815,30815.TXT,0.07813,0.12380,0.09580,3

ROUGE-SU4+StopWordRemoval,FNS30815,30815.TXT,0.16235,0.20878,0.18266,3

ROUGE-L+StopWordRemoval,FNS30813,30813.TXT,0.23723,0.22943,0.23326,3

ROUGE-1+StopWordRemoval,FNS30813,30813.TXT,0.19268,0.25645,0.22004,3

ROUGE-2+StopWordRemoval,FNS30813,30813.TXT,0.07893,0.08039,0.07965,3

ROUGE-SU4+StopWordRemoval,FNS30813,30813.TXT,0.13494,0.12359,0.12901,3

ROUGE-L+StopWordRemoval,FNS33090,33090.TXT,0.29149,0.18014,0.22267,4

ROUGE-1+StopWordRemoval,FNS33090,33090.TXT,0.35186,0.25222,0.29382,4

ROUGE-2+StopWordRemoval,FNS33090,33090.TXT,0.17366,0.10599,0.13164,4

ROUGE-SU4+StopWordRemoval,FNS33090,33090.TXT,0.24679,0.13158,0.17164,4

ROUGE-L+StopWordRemoval,FNS31109,31109.TXT,0.35378,0.18818,0.24568,4

ROUGE-1+StopWordRemoval,FNS31109,31109.TXT,0.45295,0.20138,0.27881,4

ROUGE-2+StopWordRemoval,FNS31109,31109.TXT,0.21898,0.07848,0.11554,4

ROUGE-SU4+StopWordRemoval,FNS31109,31109.TXT,0.28351,0.10330,0.15143,4

ROUGE-L+StopWordRemoval,FNS30819,30819.TXT,0.38296,0.27298,0.31875,4

ROUGE-1+StopWordRemoval,FNS30819,30819.TXT,0.37731,0.34316,0.35943,4

ROUGE-2+StopWordRemoval,FNS30819,30819.TXT,0.19793,0.15186,0.17186,4

ROUGE-SU4+StopWordRemoval,FNS30819,30819.TXT,0.27071,0.18638,0.22076,4

ROUGE-L+StopWordRemoval,FNS31474,31474.TXT,0.33478,0.14028,0.19771,3

ROUGE-1+StopWordRemoval,FNS31474,31474.TXT,0.45968,0.15929,0.23659,3

ROUGE-2+StopWordRemoval,FNS31474,31474.TXT,0.21040,0.06154,0.09523,3

ROUGE-SU4+StopWordRemoval,FNS31474,31474.TXT,0.28222,0.07627,0.12008,3

ROUGE-L+StopWordRemoval,FNS31595,31595.TXT,0.31826,0.14795,0.20199,3

ROUGE-1+StopWordRemoval,FNS31595,31595.TXT,0.37362,0.16179,0.22580,3

ROUGE-2+StopWordRemoval,FNS31595,31595.TXT,0.17465,0.03609,0.05982,3

ROUGE-SU4+StopWordRemoval,FNS31595,31595.TXT,0.26743,0.06971,0.11059,3

ROUGE-L+StopWordRemoval,FNS32684,32684.TXT,0.28748,0.14194,0.19004,4

ROUGE-1+StopWordRemoval,FNS32684,32684.TXT,0.38522,0.17314,0.23891,4

ROUGE-2+StopWordRemoval,FNS32684,32684.TXT,0.15005,0.06198,0.08773,4

ROUGE-SU4+StopWordRemoval,FNS32684,32684.TXT,0.23204,0.08941,0.12909,4

ROUGE-L+StopWordRemoval,FNS31114,31114.TXT,0.24298,0.17109,0.20079,4

ROUGE-1+StopWordRemoval,FNS31114,31114.TXT,0.36141,0.26184,0.30367,4

ROUGE-2+StopWordRemoval,FNS31114,31114.TXT,0.15562,0.08862,0.11293,4

ROUGE-SU4+StopWordRemoval,FNS31114,31114.TXT,0.22780,0.12021,0.15738,4

ROUGE-L+StopWordRemoval,FNS31478,31478.TXT,0.30046,0.22097,0.25466,3

ROUGE-1+StopWordRemoval,FNS31478,31478.TXT,0.38076,0.17570,0.24044,3

ROUGE-2+StopWordRemoval,FNS31478,31478.TXT,0.15162,0.05684,0.08268,3

ROUGE-SU4+StopWordRemoval,FNS31478,31478.TXT,0.22325,0.08022,0.11803,3

ROUGE-L+StopWordRemoval,FNS32688,32688.TXT,0.33190,0.25215,0.28658,4

ROUGE-1+StopWordRemoval,FNS32688,32688.TXT,0.34402,0.32652,0.33504,4

ROUGE-2+StopWordRemoval,FNS32688,32688.TXT,0.19749,0.13246,0.15857,4

ROUGE-SU4+StopWordRemoval,FNS32688,32688.TXT,0.25082,0.16349,0.19795,4

ROUGE-L+StopWordRemoval,FNS30940,30940.TXT,0.27249,0.13041,0.17640,4

ROUGE-1+StopWordRemoval,FNS30940,30940.TXT,0.34851,0.16697,0.22578,4

ROUGE-2+StopWordRemoval,FNS30940,30940.TXT,0.08593,0.03172,0.04634,4

ROUGE-SU4+StopWordRemoval,FNS30940,30940.TXT,0.18849,0.05948,0.09043,4

ROUGE-L+StopWordRemoval,FNS31358,31358.TXT,0.30840,0.26508,0.28511,4

ROUGE-1+StopWordRemoval,FNS31358,31358.TXT,0.34824,0.29737,0.32080,4

ROUGE-2+StopWordRemoval,FNS31358,31358.TXT,0.14969,0.11507,0.13012,4

ROUGE-SU4+StopWordRemoval,FNS31358,31358.TXT,0.23046,0.15561,0.18578,4

ROUGE-L+StopWordRemoval,FNS30941,30941.TXT,0.36862,0.26585,0.30891,3

ROUGE-1+StopWordRemoval,FNS30941,30941.TXT,0.41448,0.24148,0.30517,3

ROUGE-2+StopWordRemoval,FNS30941,30941.TXT,0.18102,0.10297,0.13127,3

ROUGE-SU4+StopWordRemoval,FNS30941,30941.TXT,0.26664,0.12881,0.17370,3

ROUGE-L+StopWordRemoval,FNS30821,30821.TXT,0.39174,0.24236,0.29946,4

ROUGE-1+StopWordRemoval,FNS30821,30821.TXT,0.38850,0.28591,0.32940,4

ROUGE-2+StopWordRemoval,FNS30821,30821.TXT,0.17709,0.11859,0.14206,4

ROUGE-SU4+StopWordRemoval,FNS30821,30821.TXT,0.27597,0.16924,0.20981,4

ROUGE-L+StopWordRemoval,FNS30820,30820.TXT,0.27926,0.27412,0.27667,3

ROUGE-1+StopWordRemoval,FNS30820,30820.TXT,0.31509,0.38342,0.34591,3

ROUGE-2+StopWordRemoval,FNS30820,30820.TXT,0.17401,0.11982,0.14192,3

ROUGE-SU4+StopWordRemoval,FNS30820,30820.TXT,0.20204,0.17975,0.19024,3

ROUGE-L+StopWordRemoval,FNS33097,33097.TXT,0.24835,0.33655,0.28580,3

ROUGE-1+StopWordRemoval,FNS33097,33097.TXT,0.21792,0.40870,0.28427,3

ROUGE-2+StopWordRemoval,FNS33097,33097.TXT,0.06241,0.13629,0.08562,3

ROUGE-SU4+StopWordRemoval,FNS33097,33097.TXT,0.11039,0.20147,0.14263,3

ROUGE-L+StopWordRemoval,FNS32560,32560.TXT,0.24250,0.16250,0.19460,4

ROUGE-1+StopWordRemoval,FNS32560,32560.TXT,0.22356,0.20160,0.21201,4

ROUGE-2+StopWordRemoval,FNS32560,32560.TXT,0.03780,0.02982,0.03334,4

ROUGE-SU4+StopWordRemoval,FNS32560,32560.TXT,0.11298,0.08231,0.09524,4

ROUGE-L+StopWordRemoval,FNS33098,33098.TXT,0.37246,0.25749,0.30448,3

ROUGE-1+StopWordRemoval,FNS33098,33098.TXT,0.42216,0.32755,0.36888,3

ROUGE-2+StopWordRemoval,FNS33098,33098.TXT,0.22107,0.16805,0.19095,3

ROUGE-SU4+StopWordRemoval,FNS33098,33098.TXT,0.28156,0.20454,0.23695,3

ROUGE-L+StopWordRemoval,FNS32561,32561.TXT,0.36668,0.17526,0.23716,3

ROUGE-1+StopWordRemoval,FNS32561,32561.TXT,0.42783,0.15700,0.22971,3

ROUGE-2+StopWordRemoval,FNS32561,32561.TXT,0.21741,0.05719,0.09056,3

ROUGE-SU4+StopWordRemoval,FNS32561,32561.TXT,0.30950,0.07577,0.12174,3

ROUGE-L+StopWordRemoval,FNS32562,32562.TXT,0.29989,0.08711,0.13500,3

ROUGE-1+StopWordRemoval,FNS32562,32562.TXT,0.31630,0.09469,0.14575,3

ROUGE-2+StopWordRemoval,FNS32562,32562.TXT,0.07643,0.02057,0.03242,3

ROUGE-SU4+StopWordRemoval,FNS32562,32562.TXT,0.18954,0.04500,0.07274,3

ROUGE-L+StopWordRemoval,FNS30822,30822.TXT,0.29533,0.22778,0.25719,3

ROUGE-1+StopWordRemoval,FNS30822,30822.TXT,0.31138,0.25565,0.28078,3

ROUGE-2+StopWordRemoval,FNS30822,30822.TXT,0.10483,0.08122,0.09153,3

ROUGE-SU4+StopWordRemoval,FNS30822,30822.TXT,0.17332,0.11901,0.14112,3

ROUGE-L+StopWordRemoval,FNS30943,30943.TXT,0.26759,0.15680,0.19773,4

ROUGE-1+StopWordRemoval,FNS30943,30943.TXT,0.31785,0.16932,0.22095,4

ROUGE-2+StopWordRemoval,FNS30943,30943.TXT,0.11104,0.05295,0.07171,4

ROUGE-SU4+StopWordRemoval,FNS30943,30943.TXT,0.18914,0.08196,0.11436,4

ROUGE-L+StopWordRemoval,FNS30946,30946.TXT,0.26015,0.27752,0.26855,3

ROUGE-1+StopWordRemoval,FNS30946,30946.TXT,0.30031,0.29109,0.29563,3

ROUGE-2+StopWordRemoval,FNS30946,30946.TXT,0.10012,0.08333,0.09096,3

ROUGE-SU4+StopWordRemoval,FNS30946,30946.TXT,0.18364,0.12535,0.14900,3

ROUGE-L+StopWordRemoval,FNS31914,31914.TXT,0.23393,0.13312,0.16969,4

ROUGE-1+StopWordRemoval,FNS31914,31914.TXT,0.26512,0.15943,0.19912,4

ROUGE-2+StopWordRemoval,FNS31914,31914.TXT,0.09304,0.04753,0.06292,4

ROUGE-SU4+StopWordRemoval,FNS31914,31914.TXT,0.14926,0.07769,0.10219,4

ROUGE-L+StopWordRemoval,FNS30947,30947.TXT,0.25791,0.14742,0.18761,4

ROUGE-1+StopWordRemoval,FNS30947,30947.TXT,0.28156,0.19454,0.23009,4

ROUGE-2+StopWordRemoval,FNS30947,30947.TXT,0.10780,0.05872,0.07603,4

ROUGE-SU4+StopWordRemoval,FNS30947,30947.TXT,0.18170,0.08724,0.11788,4

ROUGE-L+StopWordRemoval,FNS30948,30948.TXT,0.28598,0.12836,0.17719,4

ROUGE-1+StopWordRemoval,FNS30948,30948.TXT,0.31194,0.16371,0.21473,4

ROUGE-2+StopWordRemoval,FNS30948,30948.TXT,0.14259,0.05721,0.08166,4

ROUGE-SU4+StopWordRemoval,FNS30948,30948.TXT,0.20305,0.07792,0.11262,4

ROUGE-L+StopWordRemoval,FNS32651,32651.TXT,0.27290,0.26827,0.27057,3

ROUGE-1+StopWordRemoval,FNS32651,32651.TXT,0.34864,0.24858,0.29023,3

ROUGE-2+StopWordRemoval,FNS32651,32651.TXT,0.19117,0.11233,0.14151,3

ROUGE-SU4+StopWordRemoval,FNS32651,32651.TXT,0.25906,0.13272,0.17552,3

ROUGE-L+StopWordRemoval,FNS32531,32531.TXT,0.33091,0.20596,0.25389,3

ROUGE-1+StopWordRemoval,FNS32531,32531.TXT,0.41490,0.28146,0.33540,3

ROUGE-2+StopWordRemoval,FNS32531,32531.TXT,0.20492,0.12060,0.15184,3

ROUGE-SU4+StopWordRemoval,FNS32531,32531.TXT,0.30374,0.16624,0.21488,3

ROUGE-L+StopWordRemoval,FNS32773,32773.TXT,0.26275,0.13956,0.18229,3

ROUGE-1+StopWordRemoval,FNS32773,32773.TXT,0.34092,0.16998,0.22685,3

ROUGE-2+StopWordRemoval,FNS32773,32773.TXT,0.15695,0.07020,0.09701,3

ROUGE-SU4+StopWordRemoval,FNS32773,32773.TXT,0.20073,0.07305,0.10712,3

ROUGE-L+StopWordRemoval,FNS31201,31201.TXT,0.30466,0.17169,0.21961,4

ROUGE-1+StopWordRemoval,FNS31201,31201.TXT,0.36756,0.20219,0.26087,4

ROUGE-2+StopWordRemoval,FNS31201,31201.TXT,0.13838,0.06474,0.08821,4

ROUGE-SU4+StopWordRemoval,FNS31201,31201.TXT,0.23923,0.10147,0.14250,4

ROUGE-L+StopWordRemoval,FNS31685,31685.TXT,0.32433,0.21531,0.25881,3

ROUGE-1+StopWordRemoval,FNS31685,31685.TXT,0.34701,0.26892,0.30301,3

ROUGE-2+StopWordRemoval,FNS31685,31685.TXT,0.16529,0.11249,0.13387,3

ROUGE-SU4+StopWordRemoval,FNS31685,31685.TXT,0.21373,0.13382,0.16459,3

ROUGE-L+StopWordRemoval,FNS31202,31202.TXT,0.20220,0.15924,0.17817,3

ROUGE-1+StopWordRemoval,FNS31202,31202.TXT,0.25984,0.22763,0.24267,3

ROUGE-2+StopWordRemoval,FNS31202,31202.TXT,0.07223,0.06013,0.06563,3

ROUGE-SU4+StopWordRemoval,FNS31202,31202.TXT,0.15022,0.10154,0.12118,3

ROUGE-L+StopWordRemoval,FNS31203,31203.TXT,0.29590,0.27533,0.28524,3

ROUGE-1+StopWordRemoval,FNS31203,31203.TXT,0.33006,0.34691,0.33827,3

ROUGE-2+StopWordRemoval,FNS31203,31203.TXT,0.16542,0.12342,0.14137,3

ROUGE-SU4+StopWordRemoval,FNS31203,31203.TXT,0.24267,0.17383,0.20256,3

ROUGE-L+StopWordRemoval,FNS31204,31204.TXT,0.26335,0.21719,0.23806,3

ROUGE-1+StopWordRemoval,FNS31204,31204.TXT,0.25868,0.24230,0.25022,3

ROUGE-2+StopWordRemoval,FNS31204,31204.TXT,0.10444,0.07110,0.08460,3

ROUGE-SU4+StopWordRemoval,FNS31204,31204.TXT,0.16829,0.11678,0.13788,3

ROUGE-L+StopWordRemoval,FNS31567,31567.TXT,0.25251,0.19832,0.22216,4

ROUGE-1+StopWordRemoval,FNS31567,31567.TXT,0.23177,0.23538,0.23356,4

ROUGE-2+StopWordRemoval,FNS31567,31567.TXT,0.07697,0.06506,0.07051,4

ROUGE-SU4+StopWordRemoval,FNS31567,31567.TXT,0.14692,0.10770,0.12429,4

ROUGE-L+StopWordRemoval,FNS32414,32414.TXT,0.28288,0.27317,0.27794,3

ROUGE-1+StopWordRemoval,FNS32414,32414.TXT,0.24131,0.28693,0.26215,3

ROUGE-2+StopWordRemoval,FNS32414,32414.TXT,0.07636,0.08473,0.08033,3

ROUGE-SU4+StopWordRemoval,FNS32414,32414.TXT,0.13407,0.13139,0.13271,3

ROUGE-L+StopWordRemoval,FNS31568,31568.TXT,0.25218,0.19013,0.21680,3

ROUGE-1+StopWordRemoval,FNS31568,31568.TXT,0.36270,0.24663,0.29361,3

ROUGE-2+StopWordRemoval,FNS31568,31568.TXT,0.11649,0.07912,0.09423,3

ROUGE-SU4+StopWordRemoval,FNS31568,31568.TXT,0.20021,0.11520,0.14625,3

ROUGE-L+StopWordRemoval,FNS32657,32657.TXT,0.28430,0.18451,0.22378,3

ROUGE-1+StopWordRemoval,FNS32657,32657.TXT,0.33981,0.21458,0.26305,3

ROUGE-2+StopWordRemoval,FNS32657,32657.TXT,0.13992,0.06688,0.09050,3

ROUGE-SU4+StopWordRemoval,FNS32657,32657.TXT,0.20000,0.08668,0.12095,3

ROUGE-L+StopWordRemoval,FNS32097,32097.TXT,0.32131,0.12265,0.17753,4

ROUGE-1+StopWordRemoval,FNS32097,32097.TXT,0.41798,0.12286,0.18990,4

ROUGE-2+StopWordRemoval,FNS32097,32097.TXT,0.22569,0.05260,0.08532,4

ROUGE-SU4+StopWordRemoval,FNS32097,32097.TXT,0.30283,0.06985,0.11351,4

ROUGE-L+StopWordRemoval,FNS32098,32098.TXT,0.22602,0.34832,0.27415,4

ROUGE-1+StopWordRemoval,FNS32098,32098.TXT,0.28293,0.52673,0.36813,4

ROUGE-2+StopWordRemoval,FNS32098,32098.TXT,0.15730,0.25990,0.19598,4

ROUGE-SU4+StopWordRemoval,FNS32098,32098.TXT,0.19282,0.29855,0.23431,4

ROUGE-L+StopWordRemoval,FNS31681,31681.TXT,0.25099,0.25491,0.25294,4

ROUGE-1+StopWordRemoval,FNS31681,31681.TXT,0.30255,0.36647,0.33146,4

ROUGE-2+StopWordRemoval,FNS31681,31681.TXT,0.15130,0.16236,0.15664,4

ROUGE-SU4+StopWordRemoval,FNS31681,31681.TXT,0.21563,0.20381,0.20955,4

ROUGE-L+StopWordRemoval,FNS31440,31440.TXT,0.29532,0.20060,0.23892,3

ROUGE-1+StopWordRemoval,FNS31440,31440.TXT,0.25905,0.22945,0.24336,3

ROUGE-2+StopWordRemoval,FNS31440,31440.TXT,0.06810,0.04940,0.05726,3

ROUGE-SU4+StopWordRemoval,FNS31440,31440.TXT,0.14454,0.09089,0.11160,3

ROUGE-L+StopWordRemoval,FNS32771,32771.TXT,0.27091,0.17635,0.21363,4

ROUGE-1+StopWordRemoval,FNS32771,32771.TXT,0.27262,0.21918,0.24299,4

ROUGE-2+StopWordRemoval,FNS32771,32771.TXT,0.10947,0.06937,0.08492,4

ROUGE-SU4+StopWordRemoval,FNS32771,32771.TXT,0.16213,0.09941,0.12325,4

ROUGE-L+StopWordRemoval,FNS33070,33070.TXT,0.30852,0.12528,0.17819,4

ROUGE-1+StopWordRemoval,FNS33070,33070.TXT,0.35071,0.18126,0.23899,4

ROUGE-2+StopWordRemoval,FNS33070,33070.TXT,0.14485,0.07980,0.10291,4

ROUGE-SU4+StopWordRemoval,FNS33070,33070.TXT,0.18971,0.10428,0.13458,4

ROUGE-L+StopWordRemoval,FNS32538,32538.TXT,0.26369,0.29605,0.27893,5

ROUGE-1+StopWordRemoval,FNS32538,32538.TXT,0.21169,0.34541,0.26250,5

ROUGE-2+StopWordRemoval,FNS32538,32538.TXT,0.06868,0.11582,0.08623,5

ROUGE-SU4+StopWordRemoval,FNS32538,32538.TXT,0.11790,0.17960,0.14235,5

ROUGE-L+StopWordRemoval,FNS31329,31329.TXT,0.26595,0.25587,0.26082,3

ROUGE-1+StopWordRemoval,FNS31329,31329.TXT,0.24547,0.29505,0.26798,3

ROUGE-2+StopWordRemoval,FNS31329,31329.TXT,0.10743,0.10963,0.10852,3

ROUGE-SU4+StopWordRemoval,FNS31329,31329.TXT,0.17653,0.15590,0.16557,3

ROUGE-L+StopWordRemoval,FNS30913,30913.TXT,0.18645,0.22727,0.20484,3

ROUGE-1+StopWordRemoval,FNS30913,30913.TXT,0.22011,0.28167,0.24711,3

ROUGE-2+StopWordRemoval,FNS30913,30913.TXT,0.06278,0.06806,0.06531,3

ROUGE-SU4+StopWordRemoval,FNS30913,30913.TXT,0.13861,0.12372,0.13074,3

ROUGE-L+StopWordRemoval,FNS31452,31452.TXT,0.21663,0.16181,0.18525,5

ROUGE-1+StopWordRemoval,FNS31452,31452.TXT,0.26797,0.21388,0.23789,5

ROUGE-2+StopWordRemoval,FNS31452,31452.TXT,0.13038,0.08514,0.10301,5

ROUGE-SU4+StopWordRemoval,FNS31452,31452.TXT,0.19194,0.11041,0.14018,5

ROUGE-L+StopWordRemoval,FNS31573,31573.TXT,0.32690,0.26285,0.29140,4

ROUGE-1+StopWordRemoval,FNS31573,31573.TXT,0.33558,0.35000,0.34264,4

ROUGE-2+StopWordRemoval,FNS31573,31573.TXT,0.14377,0.13866,0.14117,4

ROUGE-SU4+StopWordRemoval,FNS31573,31573.TXT,0.18576,0.17534,0.18040,4

ROUGE-L+StopWordRemoval,FNS32541,32541.TXT,0.21411,0.28636,0.24502,3

ROUGE-1+StopWordRemoval,FNS32541,32541.TXT,0.18247,0.34610,0.23896,3

